wgs_id	color	continent
GCGS0177	#f0027f	North America
GCGS0178	#f0027f	North America
GCGS0179	#f0027f	North America
GCGS0180	#f0027f	North America
GCGS0181	#f0027f	North America
GCGS0182	#f0027f	North America
GCGS0183	#f0027f	North America
GCGS0184	#f0027f	North America
GCGS0185	#f0027f	North America
GCGS0186	#f0027f	North America
GCGS0187	#f0027f	North America
GCGS0188	#f0027f	North America
GCGS0189	#f0027f	North America
GCGS0190	#f0027f	North America
GCGS0191	#f0027f	North America
GCGS0192	#f0027f	North America
GCGS0013	#f0027f	North America
GCGS0015	#f0027f	North America
GCGS0016	#f0027f	North America
GCGS0112	#f0027f	North America
GCGS0962	#f0027f	North America
GCGS0981	#f0027f	North America
GCGS0883	#f0027f	North America
GCGS0903	#f0027f	North America
GCGS0399	#f0027f	North America
GCGS0567	#f0027f	North America
GCGS0392	#f0027f	North America
GCGS0417	#f0027f	North America
GCGS0289	#f0027f	North America
GCGS0285	#f0027f	North America
GCGS1026	#f0027f	North America
GCGS1039	#f0027f	North America
GCGS0763	#f0027f	North America
GCGS0907	#f0027f	North America
GCGS0920	#f0027f	North America
GCGS0944	#f0027f	North America
GCGS0861	#f0027f	North America
GCGS1015	#f0027f	North America
GCGS0930	#f0027f	North America
GCGS1042	#f0027f	North America
GCGS1029	#f0027f	North America
GCGS1036	#f0027f	North America
GCGS1035	#f0027f	North America
GCGS1024	#f0027f	North America
GCGS1061	#f0027f	North America
GCGS1057	#f0027f	North America
GCGS1078	#f0027f	North America
GCGS0558	#f0027f	North America
GCGS0877	#f0027f	North America
GCGS0906	#f0027f	North America
GCGS0927	#f0027f	North America
GCGS0881	#f0027f	North America
GCGS0887	#f0027f	North America
GCGS1006	#f0027f	North America
GCGS0922	#f0027f	North America
GCGS0943	#f0027f	North America
GCGS1095	#f0027f	North America
GCGS0879	#f0027f	North America
GCGS0880	#f0027f	North America
GCGS0961	#f0027f	North America
GCGS0244	#f0027f	North America
GCGS0985	#f0027f	North America
GCGS0984	#f0027f	North America
GCGS0960	#f0027f	North America
GCGS0894	#f0027f	North America
GCGS0875	#f0027f	North America
GCGS0932	#f0027f	North America
GCGS0905	#f0027f	North America
GCGS0929	#f0027f	North America
GCGS0863	#f0027f	North America
GCGS0912	#f0027f	North America
GCGS0997	#f0027f	North America
GCGS0864	#f0027f	North America
GCGS0876	#f0027f	North America
GCGS0915	#f0027f	North America
GCGS0872	#f0027f	North America
GCGS0446	#f0027f	North America
GCGS0979	#f0027f	North America
GCGS0938	#f0027f	North America
GCGS0933	#f0027f	North America
GCGS0959	#f0027f	North America
GCGS0982	#f0027f	North America
GCGS0986	#f0027f	North America
GCGS0914	#f0027f	North America
GCGS0983	#f0027f	North America
GCGS0990	#f0027f	North America
GCGS0998	#f0027f	North America
GCGS1007	#f0027f	North America
GCGS0878	#f0027f	North America
GCGS0862	#f0027f	North America
GCGS0996	#f0027f	North America
GCGS0917	#f0027f	North America
GCGS0989	#f0027f	North America
GCGS1011	#f0027f	North America
GCGS0940	#f0027f	North America
GCGS0935	#f0027f	North America
GCGS0916	#f0027f	North America
GCGS0934	#f0027f	North America
GCGS0868	#f0027f	North America
GCGS0882	#f0027f	North America
GCGS0313	#f0027f	North America
GCGS0545	#f0027f	North America
GCGS0551	#f0027f	North America
GCGS0552	#f0027f	North America
GCGS0335	#f0027f	North America
GCGS0560	#f0027f	North America
GCGS0732	#f0027f	North America
GCGS0347	#f0027f	North America
GCGS0571	#f0027f	North America
GCGS0348	#f0027f	North America
GCGS0349	#f0027f	North America
GCGS0572	#f0027f	North America
GCGS0350	#f0027f	North America
GCGS0740	#f0027f	North America
GCGS0376	#f0027f	North America
GCGS0377	#f0027f	North America
GCGS0378	#f0027f	North America
GCGS0379	#f0027f	North America
GCGS0395	#f0027f	North America
GCGS0397	#f0027f	North America
GCGS0398	#f0027f	North America
GCGS0758	#f0027f	North America
GCGS0542	#f0027f	North America
GCGS0381	#f0027f	North America
GCGS0633	#f0027f	North America
GCGS0756	#f0027f	North America
GCGS0393	#f0027f	North America
GCGS0292	#f0027f	North America
GCGS1058	#f0027f	North America
GCGS1065	#f0027f	North America
GCGS1076	#f0027f	North America
GCGS1091	#f0027f	North America
GCGS1092	#f0027f	North America
GCGS1073	#f0027f	North America
GCGS0543	#f0027f	North America
GCGS0548	#f0027f	North America
GCGS0549	#f0027f	North America
GCGS0319	#f0027f	North America
GCGS0320	#f0027f	North America
GCGS0321	#f0027f	North America
GCGS0333	#f0027f	North America
GCGS0334	#f0027f	North America
GCGS0731	#f0027f	North America
GCGS0346	#f0027f	North America
GCGS0739	#f0027f	North America
GCGS0353	#f0027f	North America
GCGS0369	#f0027f	North America
GCGS0383	#f0027f	North America
GCGS0384	#f0027f	North America
GCGS0593	#f0027f	North America
GCGS0754	#f0027f	North America
GCGS0755	#f0027f	North America
GCGS0594	#f0027f	North America
GCGS0757	#f0027f	North America
GCGS0428	#f0027f	North America
GCGS0639	#f0027f	North America
GCGS0640	#f0027f	North America
GCGS0450	#f0027f	North America
GCGS0656	#f0027f	North America
GCGS0451	#f0027f	North America
GCGS0312	#f0027f	North America
GCGS0730	#f0027f	North America
GCGS0559	#f0027f	North America
GCGS0375	#f0027f	North America
GCGS0592	#f0027f	North America
GCGS0603	#f0027f	North America
GCGS0764	#f0027f	North America
GCGS0767	#f0027f	North America
GCGS0768	#f0027f	North America
GCGS0779	#f0027f	North America
GCGS0437	#f0027f	North America
GCGS0449	#f0027f	North America
GCGS0452	#f0027f	North America
GCGS0465	#f0027f	North America
GCGS0466	#f0027f	North America
GCGS0667	#f0027f	North America
GCGS0469	#f0027f	North America
GCGS0675	#f0027f	North America
GCGS0483	#f0027f	North America
GCGS0794	#f0027f	North America
GCGS0494	#f0027f	North America
GCGS0806	#f0027f	North America
GCGS0808	#f0027f	North America
GCGS0809	#f0027f	North America
GCGS0700	#f0027f	North America
GCGS0615	#f0027f	North America
GCGS0423	#f0027f	North America
GCGS0429	#f0027f	North America
GCGS0769	#f0027f	North America
GCGS0430	#f0027f	North America
GCGS0431	#f0027f	North America
GCGS0453	#f0027f	North America
GCGS0454	#f0027f	North America
GCGS0658	#f0027f	North America
GCGS0787	#f0027f	North America
GCGS0456	#f0027f	North America
GCGS0457	#f0027f	North America
GCGS0471	#f0027f	North America
GCGS0668	#f0027f	North America
GCGS0472	#f0027f	North America
GCGS0479	#f0027f	North America
GCGS0488	#f0027f	North America
GCGS0489	#f0027f	North America
GCGS0678	#f0027f	North America
GCGS0495	#f0027f	North America
GCGS0496	#f0027f	North America
GCGS0553	#f0027f	North America
GCGS0336	#f0027f	North America
GCGS0337	#f0027f	North America
GCGS0643	#f0027f	North America
GCGS0679	#f0027f	North America
GCGS0811	#f0027f	North America
GCGS0311	#f0027f	North America
GCGS0257	#f0027f	North America
GCGS0247	#f0027f	North America
GCGS0267	#f0027f	North America
GCGS0327	#f0027f	North America
GCGS0328	#f0027f	North America
GCGS0329	#f0027f	North America
GCGS0556	#f0027f	North America
GCGS0271	#f0027f	North America
GCGS0272	#f0027f	North America
GCGS0751	#f0027f	North America
GCGS0380	#f0027f	North America
GCGS0391	#f0027f	North America
GCGS0416	#f0027f	North America
GCGS0653	#f0027f	North America
GCGS0296	#f0027f	North America
GCGS0297	#f0027f	North America
GCGS0298	#f0027f	North America
GCGS0691	#f0027f	North America
GCGS0299	#f0027f	North America
GCGS0254	#f0027f	North America
GCGS0713	#f0027f	North America
GCGS0352	#f0027f	North America
GCGS0591	#f0027f	North America
GCGS0290	#f0027f	North America
GCGS0435	#f0027f	North America
GCGS0382	#f0027f	North America
GCGS0447	#f0027f	North America
GCGS0246	#f0027f	North America
GCGS0300	#f0027f	North America
GCGS1018	#f0027f	North America
GCGS1022	#f0027f	North America
GCGS1025	#f0027f	North America
GCGS1030	#f0027f	North America
GCGS1031	#f0027f	North America
GCGS1032	#f0027f	North America
GCGS1033	#f0027f	North America
GCGS0140	#f0027f	North America
GCGS1043	#f0027f	North America
GCGS1044	#f0027f	North America
GCGS1045	#f0027f	North America
GCGS1047	#f0027f	North America
GCGS0836	#f0027f	North America
GCGS1049	#f0027f	North America
GCGS1051	#f0027f	North America
GCGS1052	#f0027f	North America
GCGS1054	#f0027f	North America
GCGS1055	#f0027f	North America
GCGS1056	#f0027f	North America
GCGS0841	#f0027f	North America
GCGS1082	#f0027f	North America
GCGS1083	#f0027f	North America
GCGS1087	#f0027f	North America
GCGS1040	#f0027f	North America
GCGS1077	#f0027f	North America
GCGS1081	#f0027f	North America
GCGS0330	#f0027f	North America
GCGS0844	#f0027f	North America
GCGS0665	#f0027f	North America
GCGS0609	#f0027f	North America
GCGS0610	#f0027f	North America
GCGS0401	#f0027f	North America
GCGS0481	#f0027f	North America
GCGS0332	#f0027f	North America
GCGS0363	#f0027f	North America
GCGS0394	#f0027f	North America
GCGS0842	#f0027f	North America
GCGS0467	#f0027f	North America
GCGS0852	#f0027f	North America
GCGS0468	#f0027f	North America
GCGS0470	#f0027f	North America
GCGS0482	#f0027f	North America
GCGS0856	#f0027f	North America
GCGS0484	#f0027f	North America
GCGS0696	#f0027f	North America
GCGS0698	#f0027f	North America
GCGS0708	#f0027f	North America
GCGS0516	#f0027f	North America
GCGS0823	#f0027f	North America
GCGS0262	#f0027f	North America
GCGS0263	#f0027f	North America
GCGS0828	#f0027f	North America
GCGS0326	#f0027f	North America
GCGS0568	#f0027f	North America
GCGS0585	#f0027f	North America
GCGS0250	#f0027f	North America
GCGS0590	#f0027f	North America
GCGS0752	#f0027f	North America
GCGS0601	#f0027f	North America
GCGS0608	#f0027f	North America
GCGS0418	#f0027f	North America
GCGS0419	#f0027f	North America
GCGS0420	#f0027f	North America
GCGS0421	#f0027f	North America
GCGS0617	#f0027f	North America
GCGS0632	#f0027f	North America
GCGS0776	#f0027f	North America
GCGS0785	#f0027f	North America
GCGS0786	#f0027f	North America
GCGS0445	#f0027f	North America
GCGS0463	#f0027f	North America
GCGS0493	#f0027f	North America
GCGS0800	#f0027f	North America
GCGS0801	#f0027f	North America
GCGS0802	#f0027f	North America
GCGS0803	#f0027f	North America
GCGS0690	#f0027f	North America
GCGS0712	#f0027f	North America
GCGS0510	#f0027f	North America
GCGS0368	#f0027f	North America
GCGS0753	#f0027f	North America
GCGS0596	#f0027f	North America
GCGS0243	#f0027f	North America
GCGS0618	#f0027f	North America
GCGS0634	#f0027f	North America
GCGS0778	#f0027f	North America
GCGS0636	#f0027f	North America
GCGS0464	#f0027f	North America
GCGS0674	#f0027f	North America
GCGS0511	#f0027f	North America
GCGS1020	#f0027f	North America
GCGS1021	#f0027f	North America
GCGS1023	#f0027f	North America
GCGS1028	#f0027f	North America
GCGS1037	#f0027f	North America
GCGS1041	#f0027f	North America
GCGS1046	#f0027f	North America
GCGS1050	#f0027f	North America
GCGS1053	#f0027f	North America
GCGS1059	#f0027f	North America
GCGS1060	#f0027f	North America
GCGS1066	#f0027f	North America
GCGS1067	#f0027f	North America
GCGS1070	#f0027f	North America
GCGS1071	#f0027f	North America
GCGS1072	#f0027f	North America
GCGS1074	#f0027f	North America
GCGS1075	#f0027f	North America
GCGS1084	#f0027f	North America
GCGS1085	#f0027f	North America
GCGS1086	#f0027f	North America
GCGS1088	#f0027f	North America
GCGS1089	#f0027f	North America
GCGS1027	#f0027f	North America
GCGS1063	#f0027f	North America
GCGS1064	#f0027f	North America
GCGS1068	#f0027f	North America
GCGS1069	#f0027f	North America
GCGS1079	#f0027f	North America
GCGS0025	#f0027f	North America
GCGS0029	#f0027f	North America
GCGS0835	#f0027f	North America
GCGS1093	#f0027f	North America
GCGS0762	#f0027f	North America
GCGS0222	#f0027f	North America
GCGS0654	#f0027f	North America
GCGS0847	#f0027f	North America
GCGS0851	#f0027f	North America
GCGS0061	#f0027f	North America
GCGS0154	#f0027f	North America
GCGS0148	#f0027f	North America
GCGS0820	#f0027f	North America
GCGS0725	#f0027f	North America
GCGS0557	#f0027f	North America
GCGS0344	#f0027f	North America
GCGS0345	#f0027f	North America
GCGS0742	#f0027f	North America
GCGS0743	#f0027f	North America
GCGS0744	#f0027f	North America
GCGS0133	#f0027f	North America
GCGS1090	#f0027f	North America
GCGS1080	#f0027f	North America
GCGS0817	#f0027f	North America
GCGS0816	#f0027f	North America
GCGS0515	#f0027f	North America
GCGS0815	#f0027f	North America
GCGS0517	#f0027f	North America
GCGS0717	#f0027f	North America
GCGS0514	#f0027f	North America
GCGS0818	#f0027f	North America
GCGS0716	#f0027f	North America
GCGS0714	#f0027f	North America
GCGS0487	#f0027f	North America
GCGS0805	#f0027f	North America
GCGS0814	#f0027f	North America
GCGS0715	#f0027f	North America
GCGS0513	#f0027f	North America
GCGS0512	#f0027f	North America
GCGS0921	#f0027f	North America
GCGS0964	#f0027f	North America
GCGS1013	#f0027f	North America
GCGS1001	#f0027f	North America
GCGS0971	#f0027f	North America
GCGS0969	#f0027f	North America
GCGS0993	#f0027f	North America
GCGS0976	#f0027f	North America
GCGS0952	#f0027f	North America
GCGS0954	#f0027f	North America
GCGS0956	#f0027f	North America
GCGS0967	#f0027f	North America
GCGS0873	#f0027f	North America
GCGS0925	#f0027f	North America
GCGS0953	#f0027f	North America
GCGS0972	#f0027f	North America
GCGS0893	#f0027f	North America
GCGS0888	#f0027f	North America
GCGS0973	#f0027f	North America
GCGS0942	#f0027f	North America
GCGS0977	#f0027f	North America
GCGS0926	#f0027f	North America
GCGS0889	#f0027f	North America
GCGS0848	#f0027f	North America
GCGS0706	#f0027f	North America
GCGS0159	#f0027f	North America
GCGS0693	#f0027f	North America
GCGS0655	#f0027f	North America
GCGS0448	#f0027f	North America
GCGS0239	#f0027f	North America
GCGS0637	#f0027f	North America
GCGS0692	#f0027f	North America
GCGS0486	#f0027f	North America
GCGS0707	#f0027f	North America
GCGS0677	#f0027f	North America
GCGS0360	#f0027f	North America
GCGS0699	#f0027f	North America
GCGS0858	#f0027f	North America
GCGS0804	#f0027f	North America
GCGS0857	#f0027f	North America
GCGS0602	#f0027f	North America
GCGS0807	#f0027f	North America
GCGS0810	#f0027f	North America
GCGS0821	#f0027f	North America
GCGS0853	#f0027f	North America
GCGS0666	#f0027f	North America
GCGS0695	#f0027f	North America
GCGS0901	#f0027f	North America
GCGS0832	#f0027f	North America
GCGS0676	#f0027f	North America
GCGS0614	#f0027f	North America
GCGS0701	#f0027f	North America
GCGS0750	#f0027f	North America
GCGS0722	#f0027f	North America
GCGS0837	#f0027f	North America
GCGS0657	#f0027f	North America
GCGS0822	#f0027f	North America
GCGS0642	#f0027f	North America
GCGS0422	#f0027f	North America
GCGS0455	#f0027f	North America
GCGS0544	#f0027f	North America
GCGS0833	#f0027f	North America
GCGS0659	#f0027f	North America
GCGS0458	#f0027f	North America
GCGS0770	#f0027f	North America
GCGS1010	#f0027f	North America
GCGS0780	#f0027f	North America
GCGS0426	#f0027f	North America
GCGS0670	#f0027f	North America
GCGS0474	#f0027f	North America
GCGS0660	#f0027f	North America
GCGS0644	#f0027f	North America
GCGS0645	#f0027f	North America
GCGS0859	#f0027f	North America
GCGS0850	#f0027f	North America
GCGS0884	#f0027f	North America
GCGS0661	#f0027f	North America
GCGS0681	#f0027f	North America
GCGS0424	#f0027f	North America
GCGS0436	#f0027f	North America
GCGS0694	#f0027f	North America
GCGS0638	#f0027f	North America
GCGS0619	#f0027f	North America
GCGS0550	#f0027f	North America
GCGS0849	#f0027f	North America
GCGS0371	#f0027f	North America
GCGS0574	#f0027f	North America
GCGS0354	#f0027f	North America
GCGS0745	#f0027f	North America
GCGS0671	#f0027f	North America
GCGS0485	#f0027f	North America
GCGS0834	#f0027f	North America
GCGS0604	#f0027f	North America
GCGS0523	#f0027f	North America
GCGS0473	#f0027f	North America
GCGS0338	#f0027f	North America
GCGS0402	#f0027f	North America
GCGS0561	#f0027f	North America
GCGS0587	#f0027f	North America
GCGS0611	#f0027f	North America
GCGS0476	#f0027f	North America
GCGS0733	#f0027f	North America
GCGS0372	#f0027f	North America
GCGS0518	#f0027f	North America
GCGS0406	#f0027f	North America
GCGS0563	#f0027f	North America
GCGS0404	#f0027f	North America
GCGS0477	#f0027f	North America
GCGS0403	#f0027f	North America
GCGS0672	#f0027f	North America
GCGS0791	#f0027f	North America
GCGS0793	#f0027f	North America
GCGS0562	#f0027f	North America
GCGS0564	#f0027f	North America
GCGS0790	#f0027f	North America
GCGS0355	#f0027f	North America
GCGS0924	#f0027f	North America
GCGS0838	#f0027f	North America
GCGS0575	#f0027f	North America
GCGS0765	#f0027f	North America
GCGS0497	#f0027f	North America
GCGS0792	#f0027f	North America
GCGS0339	#f0027f	North America
GCGS0478	#f0027f	North America
GCGS0460	#f0027f	North America
GCGS0759	#f0027f	North America
GCGS0361	#f0027f	North America
GCGS0405	#f0027f	North America
GCGS0438	#f0027f	North America
GCGS1008	#f0027f	North America
GCGS0918	#f0027f	North America
GCGS1009	#f0027f	North America
GCGS0947	#f0027f	North America
GCGS0988	#f0027f	North America
GCGS0939	#f0027f	North America
GCGS0987	#f0027f	North America
GCGS0923	#f0027f	North America
GCGS0991	#f0027f	North America
GCGS0946	#f0027f	North America
GCGS1000	#f0027f	North America
GCGS0948	#f0027f	North America
GCGS0931	#f0027f	North America
GCGS0890	#f0027f	North America
GCGS0911	#f0027f	North America
GCGS0885	#f0027f	North America
GCGS0936	#f0027f	North America
GCGS0891	#f0027f	North America
GCGS0968	#f0027f	North America
GCGS0937	#f0027f	North America
GCGS0898	#f0027f	North America
GCGS1016	#f0027f	North America
GCGS0958	#f0027f	North America
GCGS0892	#f0027f	North America
GCGS0910	#f0027f	North America
GCGS0897	#f0027f	North America
GCGS0945	#f0027f	North America
GCGS0871	#f0027f	North America
GCGS1017	#f0027f	North America
GCGS0895	#f0027f	North America
GCGS0966	#f0027f	North America
GCGS0970	#f0027f	North America
GCGS0874	#f0027f	North America
GCGS1005	#f0027f	North America
GCGS0999	#f0027f	North America
GCGS0955	#f0027f	North America
GCGS0908	#f0027f	North America
GCGS0635	#f0027f	North America
GCGS0994	#f0027f	North America
GCGS0902	#f0027f	North America
GCGS0951	#f0027f	North America
GCGS0975	#f0027f	North America
GCGS0965	#f0027f	North America
GCGS1003	#f0027f	North America
GCGS0950	#f0027f	North America
GCGS0949	#f0027f	North America
GCGS0995	#f0027f	North America
GCGS0963	#f0027f	North America
GCGS0909	#f0027f	North America
GCGS0913	#f0027f	North America
GCGS0992	#f0027f	North America
GCGS0957	#f0027f	North America
GCGS1012	#f0027f	North America
GCGS0854	#f0027f	North America
GCGS0860	#f0027f	North America
GCGS0904	#f0027f	North America
GCGS0869	#f0027f	North America
GCGS1014	#f0027f	North America
GCGS0978	#f0027f	North America
GCGS0980	#f0027f	North America
GCGS1034	#f0027f	North America
GCGS1048	#f0027f	North America
GCGS1062	#f0027f	North America
GCGS0777	#f0027f	North America
GCGS1038	#f0027f	North America
GCGS1002	#f0027f	North America
GCGS0900	#f0027f	North America
GCGS0899	#f0027f	North America
GCGS0886	#f0027f	North America
GCGS0896	#f0027f	North America
GCGS0974	#f0027f	North America
GCGS0941	#f0027f	North America
GCGS0928	#f0027f	North America
GCGS1004	#f0027f	North America
SRR5827018	#beaed4	Oceania
SRR5827019	#beaed4	Oceania
SRR5827020	#beaed4	Oceania
SRR5827021	#beaed4	Oceania
SRR5827022	#beaed4	Oceania
SRR5827023	#beaed4	Oceania
SRR5827024	#beaed4	Oceania
SRR5827025	#beaed4	Oceania
SRR5827026	#beaed4	Oceania
SRR5827027	#beaed4	Oceania
SRR5827028	#beaed4	Oceania
SRR5827029	#beaed4	Oceania
SRR5827030	#beaed4	Oceania
SRR5827031	#beaed4	Oceania
SRR5827032	#beaed4	Oceania
SRR5827033	#beaed4	Oceania
SRR5827034	#beaed4	Oceania
SRR5827035	#beaed4	Oceania
SRR5827036	#beaed4	Oceania
SRR5827037	#beaed4	Oceania
SRR5827038	#beaed4	Oceania
SRR5827039	#beaed4	Oceania
SRR5827040	#beaed4	Oceania
SRR5827041	#beaed4	Oceania
SRR5827042	#beaed4	Oceania
SRR5827043	#beaed4	Oceania
SRR5827044	#beaed4	Oceania
SRR5827045	#beaed4	Oceania
SRR5827046	#beaed4	Oceania
SRR5827047	#beaed4	Oceania
SRR5827048	#beaed4	Oceania
SRR5827049	#beaed4	Oceania
SRR5827050	#beaed4	Oceania
SRR5827051	#beaed4	Oceania
SRR5827052	#beaed4	Oceania
SRR5827053	#beaed4	Oceania
SRR5827054	#beaed4	Oceania
SRR5827055	#beaed4	Oceania
SRR5827056	#beaed4	Oceania
SRR5827057	#beaed4	Oceania
SRR5827058	#beaed4	Oceania
SRR5827059	#beaed4	Oceania
SRR5827060	#beaed4	Oceania
SRR5827061	#beaed4	Oceania
SRR5827062	#beaed4	Oceania
SRR5827063	#beaed4	Oceania
SRR5827064	#beaed4	Oceania
SRR5827065	#beaed4	Oceania
SRR5827066	#beaed4	Oceania
SRR5827067	#beaed4	Oceania
SRR5827068	#beaed4	Oceania
SRR5827069	#beaed4	Oceania
SRR5827070	#beaed4	Oceania
SRR5827071	#beaed4	Oceania
SRR5827072	#beaed4	Oceania
SRR5827073	#beaed4	Oceania
SRR5827074	#beaed4	Oceania
SRR5827075	#beaed4	Oceania
SRR5827076	#beaed4	Oceania
SRR5827077	#beaed4	Oceania
SRR5827078	#beaed4	Oceania
SRR5827079	#beaed4	Oceania
SRR5827080	#beaed4	Oceania
SRR5827081	#beaed4	Oceania
SRR5827082	#beaed4	Oceania
SRR5827083	#beaed4	Oceania
SRR5827084	#beaed4	Oceania
SRR5827085	#beaed4	Oceania
SRR5827086	#beaed4	Oceania
SRR5827087	#beaed4	Oceania
SRR5827088	#beaed4	Oceania
SRR5827089	#beaed4	Oceania
SRR5827090	#beaed4	Oceania
SRR5827091	#beaed4	Oceania
SRR5827092	#beaed4	Oceania
SRR5827093	#beaed4	Oceania
SRR5827094	#beaed4	Oceania
SRR5827095	#beaed4	Oceania
SRR5827096	#beaed4	Oceania
SRR5827097	#beaed4	Oceania
SRR5827098	#beaed4	Oceania
SRR5827099	#beaed4	Oceania
SRR5827100	#beaed4	Oceania
SRR5827101	#beaed4	Oceania
SRR5827102	#beaed4	Oceania
SRR5827103	#beaed4	Oceania
SRR5827104	#beaed4	Oceania
SRR5827105	#beaed4	Oceania
SRR5827106	#beaed4	Oceania
SRR5827107	#beaed4	Oceania
SRR5827108	#beaed4	Oceania
SRR5827109	#beaed4	Oceania
SRR5827110	#beaed4	Oceania
SRR5827111	#beaed4	Oceania
SRR5827112	#beaed4	Oceania
SRR5827113	#beaed4	Oceania
SRR5827114	#beaed4	Oceania
SRR5827115	#beaed4	Oceania
SRR5827116	#beaed4	Oceania
SRR5827117	#beaed4	Oceania
SRR5827118	#beaed4	Oceania
SRR5827119	#beaed4	Oceania
SRR5827120	#beaed4	Oceania
SRR5827121	#beaed4	Oceania
SRR5827122	#beaed4	Oceania
SRR5827123	#beaed4	Oceania
SRR5827124	#beaed4	Oceania
SRR5827125	#beaed4	Oceania
SRR5827126	#beaed4	Oceania
SRR5827127	#beaed4	Oceania
SRR5827128	#beaed4	Oceania
SRR5827129	#beaed4	Oceania
SRR5827130	#beaed4	Oceania
SRR5827131	#beaed4	Oceania
SRR5827132	#beaed4	Oceania
SRR5827133	#beaed4	Oceania
SRR5827134	#beaed4	Oceania
SRR5827135	#beaed4	Oceania
SRR5827136	#beaed4	Oceania
SRR5827137	#beaed4	Oceania
SRR5827138	#beaed4	Oceania
SRR5827140	#beaed4	Oceania
SRR5827141	#beaed4	Oceania
SRR5827142	#beaed4	Oceania
SRR5827143	#beaed4	Oceania
SRR5827144	#beaed4	Oceania
SRR5827145	#beaed4	Oceania
SRR5827146	#beaed4	Oceania
SRR5827147	#beaed4	Oceania
SRR5827148	#beaed4	Oceania
SRR5827149	#beaed4	Oceania
SRR5827150	#beaed4	Oceania
SRR5827151	#beaed4	Oceania
SRR5827152	#beaed4	Oceania
SRR5827153	#beaed4	Oceania
SRR5827154	#beaed4	Oceania
SRR5827155	#beaed4	Oceania
SRR5827156	#beaed4	Oceania
SRR5827157	#beaed4	Oceania
SRR5827158	#beaed4	Oceania
SRR5827159	#beaed4	Oceania
SRR5827160	#beaed4	Oceania
SRR5827161	#beaed4	Oceania
SRR5827162	#beaed4	Oceania
SRR5827163	#beaed4	Oceania
SRR5827164	#beaed4	Oceania
SRR5827165	#beaed4	Oceania
SRR5827166	#beaed4	Oceania
SRR5827167	#beaed4	Oceania
SRR5827168	#beaed4	Oceania
SRR5827169	#beaed4	Oceania
SRR5827170	#beaed4	Oceania
SRR5827171	#beaed4	Oceania
SRR5827172	#beaed4	Oceania
SRR5827173	#beaed4	Oceania
SRR5827174	#beaed4	Oceania
SRR5827175	#beaed4	Oceania
SRR5827176	#beaed4	Oceania
SRR5827177	#beaed4	Oceania
SRR5827178	#beaed4	Oceania
SRR5827179	#beaed4	Oceania
SRR5827180	#beaed4	Oceania
SRR5827181	#beaed4	Oceania
SRR5827182	#beaed4	Oceania
SRR5827183	#beaed4	Oceania
SRR5827184	#beaed4	Oceania
SRR5827185	#beaed4	Oceania
SRR5827186	#beaed4	Oceania
SRR5827187	#beaed4	Oceania
SRR5827188	#beaed4	Oceania
SRR5827189	#beaed4	Oceania
SRR5827190	#beaed4	Oceania
SRR5827191	#beaed4	Oceania
SRR5827192	#beaed4	Oceania
SRR5827193	#beaed4	Oceania
SRR5827194	#beaed4	Oceania
SRR5827195	#beaed4	Oceania
SRR5827196	#beaed4	Oceania
SRR5827197	#beaed4	Oceania
SRR5827198	#beaed4	Oceania
SRR5827199	#beaed4	Oceania
SRR5827200	#beaed4	Oceania
SRR5827202	#beaed4	Oceania
SRR5827203	#beaed4	Oceania
SRR5827204	#beaed4	Oceania
SRR5827205	#beaed4	Oceania
SRR5827206	#beaed4	Oceania
SRR5827207	#beaed4	Oceania
SRR5827208	#beaed4	Oceania
SRR5827210	#beaed4	Oceania
SRR5827211	#beaed4	Oceania
SRR5827212	#beaed4	Oceania
SRR5827213	#beaed4	Oceania
SRR5827214	#beaed4	Oceania
SRR5827215	#beaed4	Oceania
SRR5827216	#beaed4	Oceania
SRR5827218	#beaed4	Oceania
SRR5827219	#beaed4	Oceania
SRR5827220	#beaed4	Oceania
SRR5827221	#beaed4	Oceania
SRR5827222	#beaed4	Oceania
SRR5827223	#beaed4	Oceania
SRR5827224	#beaed4	Oceania
SRR5827225	#beaed4	Oceania
SRR5827226	#beaed4	Oceania
SRR5827227	#beaed4	Oceania
SRR5827228	#beaed4	Oceania
SRR5827229	#beaed4	Oceania
SRR5827230	#beaed4	Oceania
SRR5827231	#beaed4	Oceania
SRR5827232	#beaed4	Oceania
SRR5827233	#beaed4	Oceania
SRR5827234	#beaed4	Oceania
SRR5827235	#beaed4	Oceania
SRR5827236	#beaed4	Oceania
SRR5827237	#beaed4	Oceania
SRR5827239	#beaed4	Oceania
SRR5827240	#beaed4	Oceania
SRR5827241	#beaed4	Oceania
SRR5827242	#beaed4	Oceania
SRR5827243	#beaed4	Oceania
SRR5827244	#beaed4	Oceania
SRR5827245	#beaed4	Oceania
SRR5827246	#beaed4	Oceania
SRR5827247	#beaed4	Oceania
SRR5827248	#beaed4	Oceania
SRR5827249	#beaed4	Oceania
SRR5827250	#beaed4	Oceania
SRR5827251	#beaed4	Oceania
SRR5827252	#beaed4	Oceania
SRR5827253	#beaed4	Oceania
SRR5827254	#beaed4	Oceania
SRR5827255	#beaed4	Oceania
SRR5827256	#beaed4	Oceania
SRR5827257	#beaed4	Oceania
SRR5827258	#beaed4	Oceania
SRR5827259	#beaed4	Oceania
SRR5827260	#beaed4	Oceania
SRR5827261	#beaed4	Oceania
SRR5827262	#beaed4	Oceania
SRR5827263	#beaed4	Oceania
